Feedback ID,Product ID,Return Date,Return Reason,Customer Feedback
741,104,2022-09-30,Changed my mind,The quality of the product is disappointing. It's not worth the price.
742,183,2023-09-02,Poor quality,"This product had a defect, and I'm not satisfied with it."
743,28,2023-02-27,Defective product,I changed my mind after purchasing the product. Can I return it for a refund?
744,84,2023-07-24,Defective product,"This is not what I ordered, and I'd like to get the correct item."
745,143,2023-05-01,Changed my mind,The product I received was defective. It didn't work properly.
746,167,2023-02-16,Defective product,"This is not what I ordered, and I'd like to get the correct item."
747,19,2023-08-17,Changed my mind,"Unfortunately, I decided I didn't need this product anymore."
748,78,2023-04-28,Not as described,"Unfortunately, I decided I didn't need this product anymore."
749,137,2023-04-11,Defective product,I received the wrong item. It's not what I ordered.
750,119,2023-04-11,Poor quality,I changed my mind after purchasing the product. Can I return it for a refund?
751,103,2022-12-28,Changed my mind,The product I received was defective. It didn't work properly.
752,152,2023-06-13,Defective product,The product I received didn't match the description. It was misleading.
753,106,2022-10-20,Wrong item received,The product I received didn't match the description. It was misleading.
754,62,2023-02-26,Wrong item received,I expected something different based on the description. Disappointed.
755,159,2023-09-06,Poor quality,I changed my mind after purchasing the product. Can I return it for a refund?
756,63,2023-04-07,Poor quality,The quality of the product is disappointing. It's not worth the price.
757,141,2023-01-14,Wrong item received,The product I received was defective. It didn't work properly.
758,41,2023-07-23,Changed my mind,The product I received was defective. It didn't work properly.
759,124,2023-04-08,Defective product,"Unfortunately, I decided I didn't need this product anymore."
760,99,2023-05-05,Wrong item received,"This product had a defect, and I'm not satisfied with it."
761,17,2022-12-14,Poor quality,I changed my mind after purchasing the product. Can I return it for a refund?
762,88,2023-08-19,Defective product,The product I received didn't match the description. It was misleading.
763,54,2023-08-04,Changed my mind,"This product had a defect, and I'm not satisfied with it."
764,178,2023-01-13,Wrong item received,The quality of the product is disappointing. It's not worth the price.
765,152,2022-11-29,Poor quality,"Unfortunately, I decided I didn't need this product anymore."
766,111,2023-03-26,Wrong item received,The product I received was defective. It didn't work properly.
767,112,2022-12-26,Changed my mind,"This is not what I ordered, and I'd like to get the correct item."
768,146,2023-04-04,Poor quality,I received the wrong item. It's not what I ordered.
769,88,2022-11-02,Defective product,The quality of the product is disappointing. It's not worth the price.
770,140,2023-08-08,Wrong item received,I'm not satisfied with the quality of this product. It's subpar.
771,178,2023-04-17,Defective product,"This is not what I ordered, and I'd like to get the correct item."
772,61,2023-08-23,Not as described,"Unfortunately, I decided I didn't need this product anymore."
773,45,2023-04-26,Changed my mind,The product I received was defective. It didn't work properly.
774,170,2023-06-02,Wrong item received,I received the wrong item. It's not what I ordered.
775,172,2023-05-16,Poor quality,The quality of the product is disappointing. It's not worth the price.
776,20,2023-03-31,Changed my mind,"This product had a defect, and I'm not satisfied with it."
777,190,2023-08-25,Not as described,"Unfortunately, I decided I didn't need this product anymore."
778,183,2022-11-06,Poor quality,I received the wrong item. It's not what I ordered.
779,147,2023-05-24,Changed my mind,I'm not satisfied with the quality of this product. It's subpar.
780,125,2022-12-10,Changed my mind,I received the wrong item. It's not what I ordered.
781,30,2023-02-21,Wrong item received,I changed my mind after purchasing the product. Can I return it for a refund?
782,152,2023-09-12,Not as described,The quality of the product is disappointing. It's not worth the price.
783,153,2022-10-28,Wrong item received,"This product had a defect, and I'm not satisfied with it."
784,119,2022-10-06,Defective product,"This is not what I ordered, and I'd like to get the correct item."
785,84,2023-02-16,Poor quality,"This product had a defect, and I'm not satisfied with it."
786,143,2023-08-18,Not as described,The product I received didn't match the description. It was misleading.
787,25,2023-04-05,Changed my mind,"Unfortunately, I decided I didn't need this product anymore."
788,114,2022-11-09,Changed my mind,I received the wrong item. It's not what I ordered.
789,46,2022-10-01,Defective product,I'm not satisfied with the quality of this product. It's subpar.
790,79,2022-10-10,Changed my mind,"Unfortunately, I decided I didn't need this product anymore."
791,104,2023-03-17,Poor quality,The product I received didn't match the description. It was misleading.
792,18,2023-05-31,Wrong item received,The quality of the product is disappointing. It's not worth the price.
793,154,2023-05-23,Not as described,I changed my mind after purchasing the product. Can I return it for a refund?
794,28,2023-03-14,Poor quality,"Unfortunately, I decided I didn't need this product anymore."
795,176,2022-10-17,Defective product,I received the wrong item. It's not what I ordered.
796,153,2023-07-10,Poor quality,I expected something different based on the description. Disappointed.
797,198,2022-11-04,Defective product,I received the wrong item. It's not what I ordered.
798,98,2023-05-13,Poor quality,"This product had a defect, and I'm not satisfied with it."
799,84,2023-08-31,Changed my mind,I'm not satisfied with the quality of this product. It's subpar.
800,127,2023-02-04,Changed my mind,I expected something different based on the description. Disappointed.
801,166,2023-05-14,Defective product,"Unfortunately, I decided I didn't need this product anymore."
802,170,2023-06-04,Poor quality,I changed my mind after purchasing the product. Can I return it for a refund?
803,16,2023-01-05,Poor quality,The product I received was defective. It didn't work properly.
804,24,2023-06-02,Wrong item received,"Unfortunately, I decided I didn't need this product anymore."
805,56,2023-08-28,Wrong item received,I'm not satisfied with the quality of this product. It's subpar.
806,36,2023-06-20,Not as described,"This is not what I ordered, and I'd like to get the correct item."
807,149,2023-04-04,Changed my mind,I expected something different based on the description. Disappointed.
808,194,2023-06-22,Defective product,I'm not satisfied with the quality of this product. It's subpar.
809,163,2023-06-15,Changed my mind,The product I received was defective. It didn't work properly.
810,1,2023-01-22,Poor quality,I'm not satisfied with the quality of this product. It's subpar.
811,194,2023-04-02,Changed my mind,The product I received was defective. It didn't work properly.
812,38,2023-05-14,Wrong item received,The quality of the product is disappointing. It's not worth the price.
813,170,2023-04-02,Poor quality,"Unfortunately, I decided I didn't need this product anymore."
814,39,2023-04-08,Changed my mind,"Unfortunately, I decided I didn't need this product anymore."
815,116,2022-10-30,Not as described,"This product had a defect, and I'm not satisfied with it."
816,137,2023-08-13,Wrong item received,The quality of the product is disappointing. It's not worth the price.
817,75,2023-05-26,Wrong item received,The quality of the product is disappointing. It's not worth the price.
818,100,2022-10-28,Changed my mind,"This is not what I ordered, and I'd like to get the correct item."
819,158,2023-05-28,Poor quality,I received the wrong item. It's not what I ordered.
820,148,2022-11-21,Poor quality,The product I received didn't match the description. It was misleading.
821,115,2023-04-16,Wrong item received,I changed my mind after purchasing the product. Can I return it for a refund?
822,51,2023-09-10,Poor quality,"This product had a defect, and I'm not satisfied with it."
823,53,2023-02-26,Not as described,"Unfortunately, I decided I didn't need this product anymore."
824,175,2022-12-29,Defective product,The quality of the product is disappointing. It's not worth the price.
825,82,2023-01-14,Poor quality,I changed my mind after purchasing the product. Can I return it for a refund?
826,77,2022-10-24,Not as described,"This is not what I ordered, and I'd like to get the correct item."
827,146,2023-08-15,Poor quality,I'm not satisfied with the quality of this product. It's subpar.
828,174,2022-11-10,Wrong item received,I changed my mind after purchasing the product. Can I return it for a refund?
829,78,2023-08-04,Not as described,I expected something different based on the description. Disappointed.
830,112,2023-03-16,Wrong item received,I received the wrong item. It's not what I ordered.
831,184,2023-06-04,Changed my mind,I received the wrong item. It's not what I ordered.
832,89,2023-04-12,Poor quality,"Unfortunately, I decided I didn't need this product anymore."
833,23,2023-06-08,Poor quality,I'm not satisfied with the quality of this product. It's subpar.
834,150,2023-07-02,Wrong item received,I'm not satisfied with the quality of this product. It's subpar.
835,3,2022-09-28,Poor quality,I received the wrong item. It's not what I ordered.
836,157,2023-01-28,Defective product,I'm not satisfied with the quality of this product. It's subpar.
837,131,2023-08-12,Poor quality,The product I received didn't match the description. It was misleading.
838,104,2023-01-04,Not as described,The product I received was defective. It didn't work properly.
839,33,2022-10-31,Changed my mind,I'm not satisfied with the quality of this product. It's subpar.
840,76,2023-03-26,Wrong item received,The product I received didn't match the description. It was misleading.
841,16,2023-07-10,Not as described,The quality of the product is disappointing. It's not worth the price.
842,95,2023-02-09,Not as described,"This is not what I ordered, and I'd like to get the correct item."
843,141,2023-04-23,Not as described,I expected something different based on the description. Disappointed.
844,14,2022-12-14,Changed my mind,"This is not what I ordered, and I'd like to get the correct item."
845,1,2022-12-15,Wrong item received,"Unfortunately, I decided I didn't need this product anymore."
846,181,2023-04-12,Wrong item received,The quality of the product is disappointing. It's not worth the price.
847,144,2023-05-21,Changed my mind,I'm not satisfied with the quality of this product. It's subpar.
848,92,2023-03-24,Defective product,I received the wrong item. It's not what I ordered.
849,29,2023-03-09,Not as described,The quality of the product is disappointing. It's not worth the price.
850,73,2022-12-17,Wrong item received,"This product had a defect, and I'm not satisfied with it."
851,8,2023-02-03,Changed my mind,The quality of the product is disappointing. It's not worth the price.
852,61,2023-02-28,Changed my mind,The product I received didn't match the description. It was misleading.
853,111,2023-03-21,Not as described,"Unfortunately, I decided I didn't need this product anymore."
854,180,2022-11-24,Changed my mind,"This is not what I ordered, and I'd like to get the correct item."
855,152,2023-03-17,Poor quality,I expected something different based on the description. Disappointed.
856,101,2023-03-16,Not as described,I expected something different based on the description. Disappointed.
857,161,2023-01-02,Wrong item received,The product I received didn't match the description. It was misleading.
858,82,2022-12-30,Not as described,I changed my mind after purchasing the product. Can I return it for a refund?
859,183,2023-07-18,Defective product,I received the wrong item. It's not what I ordered.
860,98,2023-05-26,Not as described,"This is not what I ordered, and I'd like to get the correct item."
861,104,2023-01-02,Not as described,I changed my mind after purchasing the product. Can I return it for a refund?
862,98,2023-04-20,Defective product,"This product had a defect, and I'm not satisfied with it."
863,112,2022-10-31,Not as described,I expected something different based on the description. Disappointed.
864,140,2023-08-11,Changed my mind,I received the wrong item. It's not what I ordered.
865,55,2023-03-15,Wrong item received,I changed my mind after purchasing the product. Can I return it for a refund?
866,170,2023-01-12,Wrong item received,I changed my mind after purchasing the product. Can I return it for a refund?
867,45,2023-04-13,Poor quality,The product I received didn't match the description. It was misleading.
868,122,2022-12-11,Wrong item received,I changed my mind after purchasing the product. Can I return it for a refund?
869,36,2023-06-16,Wrong item received,I'm not satisfied with the quality of this product. It's subpar.
870,49,2023-05-13,Defective product,The product I received didn't match the description. It was misleading.
871,143,2022-10-10,Not as described,"This is not what I ordered, and I'd like to get the correct item."
872,99,2023-02-07,Not as described,The product I received didn't match the description. It was misleading.
873,93,2023-01-29,Changed my mind,The product I received was defective. It didn't work properly.
874,107,2022-12-05,Not as described,The product I received didn't match the description. It was misleading.
875,40,2023-01-24,Defective product,I expected something different based on the description. Disappointed.
876,74,2023-08-17,Changed my mind,The product I received was defective. It didn't work properly.
877,172,2023-08-20,Changed my mind,I expected something different based on the description. Disappointed.
878,33,2023-02-24,Poor quality,"Unfortunately, I decided I didn't need this product anymore."
879,35,2023-08-16,Not as described,I received the wrong item. It's not what I ordered.
880,3,2023-03-17,Defective product,I received the wrong item. It's not what I ordered.
881,19,2023-04-08,Wrong item received,The quality of the product is disappointing. It's not worth the price.
882,166,2023-07-17,Defective product,I received the wrong item. It's not what I ordered.
883,5,2023-09-03,Defective product,"This is not what I ordered, and I'd like to get the correct item."
884,37,2023-05-08,Defective product,The product I received was defective. It didn't work properly.
885,185,2023-08-17,Changed my mind,The product I received didn't match the description. It was misleading.
886,125,2023-08-04,Poor quality,I expected something different based on the description. Disappointed.
887,169,2023-01-10,Changed my mind,"Unfortunately, I decided I didn't need this product anymore."
888,112,2022-09-27,Defective product,I expected something different based on the description. Disappointed.
889,35,2023-05-05,Wrong item received,The product I received was defective. It didn't work properly.
890,22,2023-06-05,Changed my mind,I changed my mind after purchasing the product. Can I return it for a refund?
891,36,2022-12-30,Defective product,I changed my mind after purchasing the product. Can I return it for a refund?
892,165,2023-01-28,Wrong item received,I'm not satisfied with the quality of this product. It's subpar.
893,107,2022-09-19,Not as described,The product I received didn't match the description. It was misleading.
894,117,2022-12-04,Not as described,The product I received was defective. It didn't work properly.
895,179,2022-09-17,Defective product,"This is not what I ordered, and I'd like to get the correct item."
896,155,2023-04-24,Poor quality,The product I received was defective. It didn't work properly.
897,109,2023-04-01,Poor quality,The product I received was defective. It didn't work properly.
898,160,2023-07-29,Defective product,The product I received was defective. It didn't work properly.
899,47,2023-01-12,Poor quality,I changed my mind after purchasing the product. Can I return it for a refund?
900,117,2023-06-16,Poor quality,I'm not satisfied with the quality of this product. It's subpar.
901,131,2023-05-19,Poor quality,I changed my mind after purchasing the product. Can I return it for a refund?
902,109,2022-10-17,Changed my mind,The product I received was defective. It didn't work properly.
903,142,2023-02-17,Wrong item received,"This is not what I ordered, and I'd like to get the correct item."
904,116,2023-07-24,Defective product,I changed my mind after purchasing the product. Can I return it for a refund?
905,99,2022-10-23,Not as described,The product I received was defective. It didn't work properly.
906,91,2022-12-14,Poor quality,I received the wrong item. It's not what I ordered.
907,58,2022-11-24,Defective product,The product I received didn't match the description. It was misleading.
908,48,2022-12-28,Changed my mind,The product I received didn't match the description. It was misleading.
909,109,2022-11-15,Changed my mind,The product I received was defective. It didn't work properly.
910,155,2023-08-24,Poor quality,The quality of the product is disappointing. It's not worth the price.
911,2,2022-12-03,Wrong item received,I'm not satisfied with the quality of this product. It's subpar.
912,148,2023-03-06,Not as described,The product I received was defective. It didn't work properly.
913,128,2022-10-14,Wrong item received,I'm not satisfied with the quality of this product. It's subpar.
914,188,2023-05-07,Not as described,I'm not satisfied with the quality of this product. It's subpar.
915,61,2023-02-23,Not as described,The quality of the product is disappointing. It's not worth the price.
916,183,2022-11-07,Defective product,I changed my mind after purchasing the product. Can I return it for a refund?
917,129,2023-03-28,Not as described,"This is not what I ordered, and I'd like to get the correct item."
918,69,2022-11-22,Not as described,"This product had a defect, and I'm not satisfied with it."
919,106,2023-08-28,Changed my mind,The product I received didn't match the description. It was misleading.
920,140,2023-01-19,Wrong item received,The quality of the product is disappointing. It's not worth the price.
921,148,2023-04-10,Wrong item received,The product I received was defective. It didn't work properly.
922,94,2022-10-25,Changed my mind,I changed my mind after purchasing the product. Can I return it for a refund?
923,9,2023-05-10,Poor quality,"Unfortunately, I decided I didn't need this product anymore."
924,10,2022-11-13,Defective product,I'm not satisfied with the quality of this product. It's subpar.
925,146,2023-09-03,Wrong item received,I received the wrong item. It's not what I ordered.
926,124,2023-02-21,Poor quality,The product I received didn't match the description. It was misleading.
927,181,2023-02-14,Changed my mind,"This is not what I ordered, and I'd like to get the correct item."
928,95,2023-05-06,Defective product,I expected something different based on the description. Disappointed.
929,29,2023-03-31,Changed my mind,The product I received didn't match the description. It was misleading.
930,149,2022-10-18,Poor quality,"This product had a defect, and I'm not satisfied with it."
931,124,2023-08-03,Wrong item received,The product I received didn't match the description. It was misleading.
932,177,2022-12-25,Wrong item received,I expected something different based on the description. Disappointed.
933,21,2022-11-20,Not as described,I changed my mind after purchasing the product. Can I return it for a refund?
934,37,2023-08-19,Changed my mind,I received the wrong item. It's not what I ordered.
935,187,2023-03-06,Not as described,"This is not what I ordered, and I'd like to get the correct item."
936,188,2023-07-29,Changed my mind,"Unfortunately, I decided I didn't need this product anymore."
937,135,2022-11-15,Wrong item received,The quality of the product is disappointing. It's not worth the price.
938,193,2023-05-23,Changed my mind,The product I received was defective. It didn't work properly.
939,200,2023-02-09,Changed my mind,I received the wrong item. It's not what I ordered.
940,72,2023-01-13,Defective product,I'm not satisfied with the quality of this product. It's subpar.
941,120,2022-09-30,Poor quality,"Unfortunately, I decided I didn't need this product anymore."
942,133,2022-09-23,Defective product,"This product had a defect, and I'm not satisfied with it."
943,21,2023-03-30,Defective product,I changed my mind after purchasing the product. Can I return it for a refund?
944,134,2023-05-04,Not as described,The quality of the product is disappointing. It's not worth the price.
945,157,2022-12-29,Changed my mind,"This is not what I ordered, and I'd like to get the correct item."
946,23,2023-04-13,Poor quality,I received the wrong item. It's not what I ordered.
947,63,2023-06-02,Wrong item received,I expected something different based on the description. Disappointed.
948,121,2023-09-05,Changed my mind,"Unfortunately, I decided I didn't need this product anymore."
949,162,2022-09-24,Changed my mind,The product I received didn't match the description. It was misleading.
950,190,2022-11-15,Defective product,"Unfortunately, I decided I didn't need this product anymore."
951,170,2022-12-18,Poor quality,I received the wrong item. It's not what I ordered.
952,172,2022-09-18,Not as described,"Unfortunately, I decided I didn't need this product anymore."
953,20,2023-01-15,Wrong item received,"Unfortunately, I decided I didn't need this product anymore."
954,176,2023-07-31,Wrong item received,The product I received was defective. It didn't work properly.
955,163,2022-12-09,Defective product,I'm not satisfied with the quality of this product. It's subpar.
956,139,2023-01-24,Wrong item received,The product I received was defective. It didn't work properly.
957,149,2023-03-17,Changed my mind,"This product had a defect, and I'm not satisfied with it."
958,80,2023-07-31,Changed my mind,I expected something different based on the description. Disappointed.
959,157,2022-12-14,Defective product,I changed my mind after purchasing the product. Can I return it for a refund?
960,14,2023-08-10,Not as described,The quality of the product is disappointing. It's not worth the price.
961,88,2023-04-12,Changed my mind,I received the wrong item. It's not what I ordered.
962,137,2023-04-24,Not as described,I changed my mind after purchasing the product. Can I return it for a refund?
963,200,2023-01-04,Not as described,I changed my mind after purchasing the product. Can I return it for a refund?
964,3,2022-09-17,Wrong item received,"This product had a defect, and I'm not satisfied with it."
965,121,2022-09-22,Changed my mind,The quality of the product is disappointing. It's not worth the price.
966,117,2023-04-10,Wrong item received,I expected something different based on the description. Disappointed.
967,132,2022-12-20,Defective product,I received the wrong item. It's not what I ordered.
968,121,2023-07-13,Changed my mind,I received the wrong item. It's not what I ordered.
969,147,2023-04-05,Defective product,The product I received was defective. It didn't work properly.
970,188,2023-06-19,Wrong item received,I received the wrong item. It's not what I ordered.
971,85,2023-06-28,Wrong item received,"Unfortunately, I decided I didn't need this product anymore."
972,108,2022-12-06,Wrong item received,"Unfortunately, I decided I didn't need this product anymore."
973,91,2022-10-19,Changed my mind,"This product had a defect, and I'm not satisfied with it."
974,76,2022-11-26,Wrong item received,The product I received didn't match the description. It was misleading.
975,75,2023-08-01,Defective product,I changed my mind after purchasing the product. Can I return it for a refund?
976,43,2023-03-13,Not as described,I expected something different based on the description. Disappointed.
977,10,2023-01-21,Changed my mind,The product I received didn't match the description. It was misleading.
978,178,2023-08-30,Poor quality,I received the wrong item. It's not what I ordered.
979,153,2023-08-23,Defective product,I changed my mind after purchasing the product. Can I return it for a refund?
980,192,2023-02-04,Changed my mind,"This is not what I ordered, and I'd like to get the correct item."
981,78,2022-11-11,Wrong item received,"This product had a defect, and I'm not satisfied with it."
982,187,2023-03-24,Poor quality,I changed my mind after purchasing the product. Can I return it for a refund?
983,145,2023-02-27,Poor quality,"This product had a defect, and I'm not satisfied with it."
984,67,2023-09-07,Changed my mind,"This is not what I ordered, and I'd like to get the correct item."
985,16,2023-03-24,Wrong item received,I received the wrong item. It's not what I ordered.
986,162,2022-09-24,Defective product,"This is not what I ordered, and I'd like to get the correct item."
987,122,2022-11-28,Defective product,"Unfortunately, I decided I didn't need this product anymore."
988,149,2023-04-05,Not as described,I received the wrong item. It's not what I ordered.
989,44,2023-07-07,Wrong item received,The product I received was defective. It didn't work properly.
990,147,2022-10-15,Not as described,I expected something different based on the description. Disappointed.
991,14,2023-08-24,Defective product,"Unfortunately, I decided I didn't need this product anymore."
992,169,2023-03-28,Wrong item received,The quality of the product is disappointing. It's not worth the price.
993,75,2022-10-17,Not as described,The product I received was defective. It didn't work properly.
994,189,2022-09-23,Changed my mind,I changed my mind after purchasing the product. Can I return it for a refund?
995,160,2023-04-15,Changed my mind,I received the wrong item. It's not what I ordered.
996,7,2023-03-17,Poor quality,The quality of the product is disappointing. It's not worth the price.
997,74,2023-08-04,Defective product,I'm not satisfied with the quality of this product. It's subpar.
998,125,2022-11-23,Defective product,"Unfortunately, I decided I didn't need this product anymore."
999,22,2022-10-15,Not as described,I received the wrong item. It's not what I ordered.
1000,33,2023-01-07,Not as described,"This product had a defect, and I'm not satisfied with it."
1001,130,2022-12-10,Poor quality,The product I received was defective. It didn't work properly.
1002,20,2023-07-19,Not as described,The product I received didn't match the description. It was misleading.
1003,72,2022-12-11,Poor quality,"This is not what I ordered, and I'd like to get the correct item."
1004,65,2023-03-06,Wrong item received,The product I received didn't match the description. It was misleading.
1005,34,2023-03-24,Changed my mind,The product I received was defective. It didn't work properly.
1006,158,2023-04-07,Wrong item received,I received the wrong item. It's not what I ordered.
1007,72,2023-02-06,Wrong item received,The product I received didn't match the description. It was misleading.
1008,71,2023-01-29,Not as described,I changed my mind after purchasing the product. Can I return it for a refund?
1009,66,2023-01-19,Changed my mind,I changed my mind after purchasing the product. Can I return it for a refund?
1010,4,2023-06-15,Not as described,The quality of the product is disappointing. It's not worth the price.
1011,190,2023-04-12,Poor quality,The product I received was defective. It didn't work properly.
1012,29,2023-02-02,Changed my mind,The product I received was defective. It didn't work properly.
1013,155,2023-04-28,Changed my mind,The product I received didn't match the description. It was misleading.
1014,45,2023-03-01,Not as described,The product I received didn't match the description. It was misleading.
1015,152,2023-02-08,Defective product,I'm not satisfied with the quality of this product. It's subpar.
1016,190,2023-05-21,Wrong item received,I expected something different based on the description. Disappointed.
1017,39,2023-09-14,Changed my mind,I'm not satisfied with the quality of this product. It's subpar.
1018,169,2023-09-13,Not as described,I received the wrong item. It's not what I ordered.
1019,115,2022-10-08,Wrong item received,I changed my mind after purchasing the product. Can I return it for a refund?
1020,95,2023-05-11,Wrong item received,I received the wrong item. It's not what I ordered.
1021,45,2023-07-24,Poor quality,"This is not what I ordered, and I'd like to get the correct item."
1022,67,2023-04-13,Not as described,The product I received didn't match the description. It was misleading.
1023,180,2023-05-09,Defective product,I changed my mind after purchasing the product. Can I return it for a refund?
1024,61,2023-07-24,Defective product,I expected something different based on the description. Disappointed.
1025,125,2022-12-13,Poor quality,I'm not satisfied with the quality of this product. It's subpar.
1026,47,2022-10-22,Poor quality,"Unfortunately, I decided I didn't need this product anymore."
1027,136,2023-07-07,Not as described,I changed my mind after purchasing the product. Can I return it for a refund?
1028,9,2023-05-12,Defective product,I expected something different based on the description. Disappointed.
1029,88,2023-08-04,Wrong item received,"This product had a defect, and I'm not satisfied with it."
1030,22,2023-07-24,Not as described,I received the wrong item. It's not what I ordered.
1031,38,2023-02-18,Changed my mind,"Unfortunately, I decided I didn't need this product anymore."
1032,153,2023-08-05,Not as described,I expected something different based on the description. Disappointed.
1033,40,2023-06-19,Defective product,"This is not what I ordered, and I'd like to get the correct item."
1034,127,2023-05-05,Wrong item received,I received the wrong item. It's not what I ordered.
1035,193,2023-05-10,Poor quality,I'm not satisfied with the quality of this product. It's subpar.
1036,106,2023-02-07,Wrong item received,I expected something different based on the description. Disappointed.
1037,198,2022-12-30,Poor quality,"This product had a defect, and I'm not satisfied with it."
1038,99,2023-07-21,Changed my mind,"This product had a defect, and I'm not satisfied with it."
1039,61,2023-05-25,Not as described,The quality of the product is disappointing. It's not worth the price.
1040,170,2023-05-07,Defective product,I'm not satisfied with the quality of this product. It's subpar.
1041,113,2022-10-04,Changed my mind,The product I received didn't match the description. It was misleading.
1042,186,2022-10-26,Not as described,"This product had a defect, and I'm not satisfied with it."
1043,164,2023-02-05,Poor quality,"This is not what I ordered, and I'd like to get the correct item."
1044,43,2022-09-27,Defective product,The product I received didn't match the description. It was misleading.
1045,54,2023-05-16,Defective product,"Unfortunately, I decided I didn't need this product anymore."
1046,148,2022-09-19,Poor quality,The product I received didn't match the description. It was misleading.
1047,188,2023-06-20,Wrong item received,The product I received was defective. It didn't work properly.
1048,89,2023-05-06,Wrong item received,"This is not what I ordered, and I'd like to get the correct item."
1049,14,2023-04-25,Wrong item received,I'm not satisfied with the quality of this product. It's subpar.
1050,165,2022-10-14,Defective product,"This is not what I ordered, and I'd like to get the correct item."
1051,68,2022-10-12,Not as described,I'm not satisfied with the quality of this product. It's subpar.
1052,194,2023-04-29,Not as described,"Unfortunately, I decided I didn't need this product anymore."
1053,30,2022-12-24,Not as described,I expected something different based on the description. Disappointed.
1054,14,2023-03-24,Changed my mind,"This product had a defect, and I'm not satisfied with it."
1055,43,2022-12-12,Changed my mind,"Unfortunately, I decided I didn't need this product anymore."
1056,119,2023-05-08,Wrong item received,The product I received didn't match the description. It was misleading.
1057,103,2023-07-17,Wrong item received,I'm not satisfied with the quality of this product. It's subpar.
1058,122,2022-11-20,Not as described,The product I received was defective. It didn't work properly.
1059,78,2023-06-14,Wrong item received,"This product had a defect, and I'm not satisfied with it."
1060,122,2023-07-14,Not as described,The quality of the product is disappointing. It's not worth the price.
1061,192,2023-03-09,Poor quality,I received the wrong item. It's not what I ordered.
1062,193,2023-02-16,Not as described,I received the wrong item. It's not what I ordered.
1063,137,2023-01-21,Changed my mind,I received the wrong item. It's not what I ordered.
1064,60,2022-11-21,Not as described,The product I received was defective. It didn't work properly.
1065,98,2023-09-04,Wrong item received,I expected something different based on the description. Disappointed.
1066,175,2023-03-27,Not as described,I expected something different based on the description. Disappointed.
1067,181,2022-11-01,Wrong item received,I expected something different based on the description. Disappointed.
1068,100,2023-06-11,Not as described,"Unfortunately, I decided I didn't need this product anymore."
1069,122,2023-06-16,Defective product,"Unfortunately, I decided I didn't need this product anymore."
1070,68,2023-05-31,Changed my mind,"This is not what I ordered, and I'd like to get the correct item."
1071,38,2023-03-14,Changed my mind,"This is not what I ordered, and I'd like to get the correct item."
1072,136,2023-06-21,Not as described,I expected something different based on the description. Disappointed.
1073,112,2022-12-07,Poor quality,"This is not what I ordered, and I'd like to get the correct item."
1074,4,2023-05-25,Wrong item received,The product I received didn't match the description. It was misleading.
1075,74,2023-01-23,Not as described,I'm not satisfied with the quality of this product. It's subpar.
1076,115,2022-10-29,Changed my mind,The product I received didn't match the description. It was misleading.
1077,98,2023-03-06,Poor quality,I changed my mind after purchasing the product. Can I return it for a refund?
1078,174,2023-02-27,Wrong item received,I expected something different based on the description. Disappointed.
1079,81,2022-11-05,Defective product,I received the wrong item. It's not what I ordered.
1080,136,2023-06-28,Defective product,The product I received didn't match the description. It was misleading.
1081,175,2022-11-03,Wrong item received,"This is not what I ordered, and I'd like to get the correct item."
1082,11,2023-01-23,Not as described,I expected something different based on the description. Disappointed.
1083,25,2022-10-02,Changed my mind,"This product had a defect, and I'm not satisfied with it."
1084,137,2023-03-25,Wrong item received,"Unfortunately, I decided I didn't need this product anymore."
1085,164,2023-04-27,Not as described,"Unfortunately, I decided I didn't need this product anymore."
1086,91,2023-07-27,Wrong item received,The product I received didn't match the description. It was misleading.
1087,111,2023-08-23,Wrong item received,I'm not satisfied with the quality of this product. It's subpar.
1088,157,2023-04-12,Poor quality,"This is not what I ordered, and I'd like to get the correct item."
1089,167,2022-12-01,Changed my mind,The product I received didn't match the description. It was misleading.
1090,70,2023-04-25,Defective product,I changed my mind after purchasing the product. Can I return it for a refund?
1091,86,2023-06-05,Defective product,I'm not satisfied with the quality of this product. It's subpar.
1092,70,2023-03-19,Poor quality,I received the wrong item. It's not what I ordered.
1093,69,2023-03-26,Defective product,"This product had a defect, and I'm not satisfied with it."
1094,26,2022-10-07,Defective product,The product I received was defective. It didn't work properly.
1095,66,2022-11-25,Changed my mind,I received the wrong item. It's not what I ordered.
1096,168,2023-03-09,Not as described,I expected something different based on the description. Disappointed.
1097,150,2023-04-30,Wrong item received,"Unfortunately, I decided I didn't need this product anymore."
1098,101,2023-09-03,Changed my mind,I received the wrong item. It's not what I ordered.
1099,119,2022-12-27,Poor quality,I expected something different based on the description. Disappointed.
1100,198,2023-03-01,Poor quality,I received the wrong item. It's not what I ordered.
1101,173,2023-02-06,Defective product,I received the wrong item. It's not what I ordered.
1102,192,2023-07-21,Defective product,The quality of the product is disappointing. It's not worth the price.
1103,62,2023-07-29,Changed my mind,I changed my mind after purchasing the product. Can I return it for a refund?
1104,188,2023-06-15,Poor quality,The product I received was defective. It didn't work properly.
1105,173,2022-10-10,Poor quality,"This product had a defect, and I'm not satisfied with it."
1106,151,2022-11-25,Wrong item received,I'm not satisfied with the quality of this product. It's subpar.
1107,198,2022-12-13,Changed my mind,The product I received was defective. It didn't work properly.
1108,50,2023-01-24,Wrong item received,The product I received was defective. It didn't work properly.
